"","mpa","CT.sp.assessed","housing & urban dvlpt","commercial & industrial dvlpt","tourism & recreation dvlpt","crops","livestock farming","oil & gas production","roads & rail","shipping","recreational activities","work disturbance","invasive intoduction","domestic waste water","agricultural effluent","excess energy","seine","trawl","gillnet","longline","pole.line","jigger","trap","pot","dredge","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","tot.sp"
"9062","555529052",276,0,0,10.1302325581395,1.58373366104346,0.791866830521729,0,0,0,7.09116279069767,0,0,35.0290037831021,35.0290037831021,0,0,5.70343543046358,0,0,0,0,0,0,0,0,0,0,0,0,0,458
"9063","555529053",276,0,0,17.9467230443975,1.46575801586415,0.732879007932075,0,0,3.68079887876664,12.5627061310782,0,0,34.7162673392182,34.7162673392182,1.7484263309506,0,74.4074917218543,0,30.0158804297057,0,0,0,0,0,0,0,0,0,0,0,458
"9064","555529054",276,0,0,14.7171247357294,1.43604066584739,0.718020332923696,0,0,4.49404344779257,10.3019873150106,0,0,31.5409836065574,31.5409836065574,1.74586578470074,4.38304498269896,87.5227649006623,0,9.02101821578701,0,0,0,0,0,0,0,0,0,0,0,458
"9065","555529055",276,21.4338064516129,19.2165161290323,24.0482029598309,1.10088258295163,0.550441291475813,0,0.739096774193548,5.84431207661761,16.8337420718816,0,0,32.6103404791929,32.6103404791929,2.48885095487037,30.6629757785467,91.885761589404,0,0,0,0,0,0,0,0,0,0,0,0,0,458
"9066","555529056",276,18.1334193548387,16.2575483870968,23.4646934460888,1.45078762149481,0.725393810747403,0,0.625290322580645,3.46624620415791,16.4252854122622,0,0,31.7276166456494,31.7276166456494,2.20420356342686,20.9249134948097,57.8228476821192,0,0,0,0,0,0,0,0,0,0,0,0,0,458
"9067","555529057",281,0,0,0,1.32901351804268,0.664506759021338,0,0,3.88378883438449,0,0,0,33.9137187230371,34.783301254397,1.77445855115758,44.9377162629758,109.165562913907,0,0,0,0,0,0,0,0,0,0,0,0,0,471
"9068","555529058",273,12.7045161290323,11.434064516129,16.3192389006342,1.04524634119093,0.522623170595464,0,0.423483870967742,5.0221910768512,11.5813953488372,0,0,34.5789473684211,33.6923076923077,3.23589032326896,40.8961937716263,94.642798013245,0,0,0,0,0,0,0,0,0,0,0,0,0,452
"9069","555529059",273,0,0,0,0,0,0,0,4.01191310441486,0,0,0,33.7661777394305,32.9003783102144,3.26853728795476,41.5747404844291,103.221233443709,19.4789371354504,0,0,0,0,0,0,0,0,0,0,0,0,452
"9070","555529060",259,0,0,0,1.02938219193386,0.514691095966931,0,0,4.9836486802149,0,0,0,34.8905555186832,33.9475675316918,3.49258508481809,6.48892733564014,102.362375827815,24.3833441348023,39.140588510042,0,0,0,0,0,0,0,0,0,0,0,443
"9071","555529061",259,0,0,0,0.852642162886828,0.426321081443414,0,0,4.69750058397571,0,0,0,34.190681622088,33.2666091458154,3.12258615171237,0,102.79076986755,0,27.2769733769267,0,0,0,0,0,0,0,3.80371900826446,0,0,0,443
"9072","555529062",229,12.1870967741935,10.7246451612903,17.5585623678647,0.596357948832533,0.298178974416266,0,0.487483870967742,5.93062368605466,13.6566596194503,0,0,33.5342138448264,29.7017322625606,2.14189693801344,37.9861591695502,90.0260761589404,0,0,0,0,0,0,0,0,0,0,0,0,0,391
"9073","555529063",229,7.30322580645161,6.42683870967742,10.0259619450317,0.954530220087141,0.477265110043571,0,0.292129032258065,3.78836720392432,7.79797040169133,0,0,32.6096767770625,28.8828565739696,1.43422596820655,29.1861591695502,83.3878311258278,0,0,0,0,0,0,0,0,0,3.33367768595041,0,0,0,391
"9074","555529064",177,0,0,12.4348414376321,0.214724611775221,0.10736230588761,0,0,3.20742817098809,10.0663002114165,0,0,8.79690714807194,8.14528439636291,1.37885415555318,22.761937716263,36.8133278145695,0,13.6132648295189,0,0,4.93218884120172,9.10557939914163,0,0,0,0,0,0,0,329
"9075","555529065",186,0,0,18.4632558139535,0.302759468215842,0.151379734107921,0,0,5.46215837421163,14.2670613107822,0,0,14.7511780712816,14.2425167584788,2.43123866424837,26.6557093425606,46.1175496688742,0,18.8836992059785,0,0,6.6618025751073,12.8111587982833,2.51647509578544,0,0,0,0,0,0,342
"9076","555529066",186,0,0,9.75255813953488,0,0,0,0,1.89103013314646,7.53606765327696,0,0,5.92241322094644,5.71819207539656,1.43070521711298,24.3280276816609,26.8211920529801,0,7.43204110228865,0,0,0,0,0.919540229885057,0,0,0,0,0,0,342
"9077","555529067",186,0,0,16.1990697674419,0.418947603619707,0.209473801809854,0,0,4.23826208829713,12.5174630021142,0,0,0,0,1.99114477755254,0,16.4503311258278,0,0,0,0,3.88326180257511,7.46781115879828,0,0,0,0,0,0,0,342
"9078","555529068",186,0,0,10.4353488372093,0.152385208356608,0.0761926041783041,0,0,0.847815930857276,8.06367864693446,0,0,0,0,0.802091112770724,0,18.9387417218543,0,0,0,0,0.747639484978541,1.43776824034335,0,0,0,0,0,0,0,342
"9079","555529080",278,0,0,13.1340380549683,1.60093844263211,0.800469221316054,0,0,0,9.1938266384778,0,0,24.0907944514502,24.7247627264884,0,0,0,0,0,0,0,0,0,0,0,0,1.21487603305785,0,0,0,462
"9080","555529086",276,0,0,16.86088794926,1.58395709976539,0.791978549882695,0,0,0,11.802621564482,0,0,25.2610340479193,25.2610340479193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
"9081","555529181",186,0,0,13.453023255814,0.214724611775221,0.10736230588761,0,0,0.999883204858678,10.3955179704017,0,0,3.05455631512577,2.94922678701799,1.16248799743945,19.8335640138408,14.6771523178808,0,3.80102755721625,0,0,0,0,0.168582375478927,0,0,0,0,0,0,342
"9082","555529245",231,19.8472258064516,17.794064516129,15.5067230443975,1.17081890291588,0.585409451457938,0,0.684387096774194,0,11.2290063424947,0,0,24.8179465056083,23.5452313001925,0,0,0,0,0,0,0,0,0,1.5264367816092,0,0,0,0,0,0,367
"9083","555529335",231,0,0,17.0468498942918,1.7993520277064,0.899676013853201,0,0,1.01857042747022,12.3442706131078,0,0,28.4469370146678,26.9881197318643,0.28742131654753,0,0,0,0,0,0,0,0,0.206896551724138,0,0,0.101239669421488,0,0,0,367
"9084","555529368",243,25.6996129032258,23.0410322580645,15.5974630021142,0,0,0,0.886193548387097,1.42139686989021,10.9182241014799,0,0,22.2900378310214,21.6708701134931,0.852981969486824,9.64567474048443,45.4172185430464,0,0,0,0,0,0,0,2.68676077832888,0,0.614669421487603,0,0,0,415
"9085","555529371",243,27.2712258064516,24.450064516129,20.445665961945,0.473690090492682,0.236845045246341,0,0.940387096774194,0,14.3119661733615,0,0,24.4022034910732,23.7243645052101,0,0,31.8501655629139,0,0,0,0,0,0,0,3.77375047691721,0,1.30888429752066,0,0,0,415
"9086","555529379",243,0,0,4.93192389006343,0,0,0,0,1.01144592384957,3.4523467230444,0,0,19.786022433132,19.2364106988783,1.01461645150966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
"9087","555529407",243,0,0,14.7704016913319,0,0,0,0,2.39313244569026,10.3392811839323,0,0,12.7852923607885,12.4301453507666,2.04683665848714,11.2055363321799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
"9088","555529425",193,0,0,10.994334038055,0.214724611775221,0.10736230588761,0,0,0,8.70384778012685,0,0,11.0207738766841,9.91869648901573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
"9089","555529431",212,0,0,16.2408456659619,1.67333258853759,0.836666294268797,0,0,0.0439149731371175,12.8573361522199,0,0,20.8486759142497,18.953341740227,0.0153632774991998,0,24.5860927152318,0,0,0,0,0,0,0,3.69362838611217,0,0,0,0,0,348
"9090","555529438",204,0,0,21.7575475687104,0.369344207351134,0.184672103675567,0,0,3.4656622284513,16.9225369978858,0,0,11.0008628127696,10.3537532355479,1.36093033180412,12.8958477508651,52.2982201986755,0,0,0,0,0,0,0,0,0,0,0,0,0,336
"9091","555529441",223,2.90967741935484,2.56051612903226,17.3128118393235,1.93453245447436,0.96726622723718,0,0.116387096774194,0,13.3175475687104,0,0,27.1740226986129,24.703656998739,0,0,0,0,0,0,0,0,0,0,2.37695536054941,0,0,0,0,0,362
"9092","555529456",208,13.6381935483871,11.9334193548387,21.8752642706131,1.68249357613674,0.841246788068372,0,0.568258064516129,6.35552441018454,17.5002114164905,0,0,32.4305435720449,30.46505608283,1.63021444574843,12.7058823529412,76.4987582781457,0,24.4241008874358,0,0,0,0,0,0,0,0,0,0,0,345
"9093","555529459",137,1.9858064516129,1.85341935483871,11.4,0.698246006032845,0,0,0,0,11.4,0,0,19.5396562022964,19.5396562022964,0,6.67128027681661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"9094","555529461",137,0,0,10.2317124735729,0.705842922578483,0,0,0,2.05255781359495,10.2317124735729,0,0,18.3803013207672,18.3803013207672,0,5.34256055363322,19.5968543046358,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"9095","555529465",146,8.36954838709677,7.84645161290323,9.12507399577167,0.653446542285778,0,0,0,5.11551039476758,8.55475687103594,0,0,22.8562421185372,22.8562421185372,0,0,0,0,0,0,0,0,0,0,4.23044639450591,0,0,0,0,0,245
"9096","555529466",170,0,0,5.38427061310782,1.59825717796894,0.799128588984471,0,0,5.15720626021958,4.81750528541226,0,0,26.0628525917568,25.1641335368687,0.755254454283581,0,0,0,0,0,0,0,0,0,0,0,1.9896694214876,0,0,0,293
"9097","555529467",160,0,0,11.6779704016913,1.59803373924701,0.799016869623506,0,0,4.11971501985517,10.448710359408,0,0,26.9155107187894,25.0592686002522,0.654646324549237,0,51.7632450331126,0,1.40121438580103,0,0,0,0,0,0,0,0,0,0,0,261
"9098","555529469",154,0,0,14.0142071881607,1.70059211261312,0.850296056306558,0,0,4.48516701705209,12.5390274841438,0,0,27.6969536072211,25.7868188756886,0.676731035954337,0,36.4275662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,253
"9099","555529474",157,5.30038709677419,4.46348387096774,16.8050739957717,0.822366216065244,0,0,0,3.77715487035739,15.8714587737844,0,0,24.8444945908276,23.9571912125838,0,0,38.9296357615894,0,0,0,0,0,0,0,0,0,0,0,0,0,275
"9100","555529475",170,0,0,6.32262156448203,1.13395151379734,0.566975756898671,0,0,4.05267460873628,5.65708245243129,0,0,26.6421981814562,25.7235016924404,0.620719086738504,0,58.9658526490066,0,0,0,0,0,0,0,0,0,3.16735537190083,0,0,0,293
"9101","555529478",170,0,0,11.0738266384778,1.12344989386661,0.561724946933304,0,0,4.6715720626022,9.90816067653277,0,0,27.0117475277096,26.0803079577885,0.69529499626587,0,58.2752483443709,0,0,0,0,0,0,0,0,0,0.229338842975207,0,0,0,293
"9102","555529480",150,7.78993548387097,6.49161290322581,11.41911205074,0.618701821025584,0,0,0,4.40014015416959,10.747399577167,0,0,23.4697683679565,21.7312670073671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
"9103","555529481",144,0,0,12.0909936575053,0.693777231594235,0,0,0,4.86264891380519,11.3353065539112,0,0,21.5421782703922,21.5421782703922,0,10.1152249134948,37.1703228476821,0,0,0,0,0,0,0,0,0,3.1301652892562,0,0,0,248
"9104","555529483",157,0,0,16.7457082452431,0.800580940677019,0,0,0,4.22214435879467,15.8153911205074,0,0,23.7573505010951,22.9088736974846,0,8.77266435986159,42.830298013245,0,0,0,0,0,0,0,0,0,1.24586776859504,0,0,0,271
"9105","555529485",137,0,0,6.15475687103594,0.604960339626857,0,0,0,0,6.15475687103594,0,0,20.9954204552997,20.9954204552997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"9106","555529495",127,0,0,6.04947145877378,0.504748072841023,0,0,0,0,6.04947145877378,0,0,23.1389128559103,20.4690382956129,0,0,25.2119205298013,0,0,0,0,0,0,0,0,0,2.36776859504132,0,0,0,215
"9107","555529496",137,0,0,3.73319238900634,0.75913305775891,0,0,0,0,3.73319238900634,0,0,20.6902502157032,20.6902502157032,0,8.78200692041523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"9108","555529497",137,0,0,13.0224101479915,0.622276840576472,0,0,0,0,13.0224101479915,0,0,17.650228977235,17.650228977235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"9109","555529501",127,0,0,9.52642706131078,0.328901798681712,0,0,0,1.44919411352488,9.52642706131078,0,0,22.762726488352,20.1362580473883,0,6.03806228373702,24.6574917218543,0,0,0,0,0,0,0,0,0,0,0,0,0,215
"9110","555529503",144,0,0,11.0951374207188,0,0,0,0,3.11843027330063,10.4016913319239,0,0,17.0805070684277,17.0805070684277,0,0,18.8269867549669,0,0,0,0,0,0,0,0,0,0,0,0,0,248
"9111","555529506",202,0,0,17.5458773784355,0.17070718355491,0.085353591777455,0,0,1.55571128241065,13.8904862579281,0,0,21.7413552797504,20.3386871971859,0.786301077563213,0,41.7007450331126,0,0,0,0,0,0,0,0,0,0,0,0,0,362
"9112","555529520",175,0,0,12.0893023255814,0.834767065132387,0.417383532566194,0,0,0,9.34173361522199,0,0,19.613194398354,18.2122519413287,0.195028272698176,6.82006920415225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"9113","555529521",175,0,0,13.8902325581395,0.635236286448442,0.317618143224221,0,0,1.67694463910301,10.7333615221987,0,0,20.540519015066,19.0733390854185,0.785447562146591,12.5813148788927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"9114","555529536",155,0,0,9.15196617336152,0.794994972628757,0,0,0,0,8.07526427061311,0,0,22.617309351563,22.617309351563,0,0,16.6419701986755,0,0,0,0,0,0,0,0,0,0,0,0,0,251
"9115","555529537",155,0,0,6.91788583509514,0.830298290693777,0,0,0,1.81172623218874,6.10401691331924,0,0,22.6869980752638,22.6869980752638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
"9116","555529538",155,0,0,9.4107399577167,0.816556809295051,0,0,0,2.32924550338706,8.30359408033827,0,0,22.8263755226654,22.8263755226654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
"9117","555529539",155,0,0,11.1632135306554,0.835325661937214,0,0,0,0,9.84989429175476,0,0,22.6521537134134,22.6521537134134,0,0,11.4710264900662,0,0,0,0,0,0,0,0,0,0,0,0,0,251
"9118","555529569",175,18.610064516129,15.9514838709677,10.7423255813953,0.353926935537929,0.176963467768964,0,0.886193548387097,0,8.30088794926004,0,0,17.2772283799031,16.0431406384815,0.0876987090579324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"9119","555529571",175,5.97212903225806,5.11896774193548,15.4920930232558,0.537370126242878,0.268685063121439,0,0.284387096774194,0,11.9711627906977,0,0,20.9530762593748,19.4564279551337,0.741278139336392,0,44.6204470198675,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"9120","555529572",175,0,0,17.7246511627907,0.084012959445872,0.042006479722936,0,0,0,13.6963213530655,0,0,20.6724629986062,19.1958584987058,0.561826522991572,0,22.0190397350993,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"9121","555529573",175,0,0,3.61674418604651,0.084012959445872,0.042006479722936,0,0,0,2.79475687103594,0,0,12.6034379770359,11.7031924072476,0.442547743518617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"9122","555529575",184,0,0,4.88186046511628,0.32376270807731,0.161881354038655,0,0,0,3.99424947145877,0,0,18.6885245901639,16.8196721311475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
"9123","555529576",155,0,0,5.85260042283298,0.31292593006368,0,0,0,0,5.16405919661734,0,0,3.21231831154178,3.21231831154178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
"9124","555529583",150,5.13651612903226,4.81548387096774,7.33479915433404,0.754776002681265,0,0,0,4.41649147395468,6.47188160676533,0,0,21.0941129621026,21.0941129621026,0,15.8650519031142,48.3853476821192,0,0,0,0,0,0,0,0,0,0,0,0,0,248
"9125","555529587",150,0,0,0,0,0,0,0,3.3642840457837,0,0,0,14.8088537864207,14.8088537864207,0,13.2179930795848,19.0972682119205,0,0,0,0,0,0,0,0,0,0,0,0,0,248
"7778","5555296",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169045005488474,0,0,141
"9126","555529624",145,0,0,0,0.544185007261758,0,0,0,2.83531885073581,0,0,0,19.533550142696,19.533550142696,0,0,27.919701986755,0,0,0,0,0,0,0,0,0,0,0,0,0,242
"9127","555529625",157,3.56335483870968,3.34064516129032,13.3167864693446,0.864596134510111,0,0,0,2.59250175192712,11.7501057082452,0,0,20.8906882591093,20.8906882591093,0,0,41.5653973509934,0,14.1914992993928,0,0,0,0,0,0,0,0,0,0,0,273
"9128","555529627",145,0,0,9.77454545454546,0.652552787398056,0,0,0,0.960756832515767,9.16363636363636,0,0,11.2298400477866,11.2298400477866,0,0,6.68584437086093,0,0,0,0,0,0,0,0,0,0,0,0,0,242
"9129","555529629",151,0,0,4.37581395348837,0.236509887163445,0,0,0,0.979677645409951,4.10232558139535,0,0,7.7700935820004,7.7700935820004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
"9130","555529639",155,0,0,8.9492600422833,0.364987152273489,0,0,0,0,7.89640591966173,0,0,16.6329063516294,16.6329063516294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"9131","555529640",181,0,0,12.0068498942918,1.15473131493688,0.577365657468439,0,0,0.142256482130343,10.2915856236786,0,0,21.021968540519,19.5721776066901,0.0347807532273552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"9132","555529643",155,0,0,5.2861733615222,0.649201206569098,0,0,0,0,4.66427061310782,0,0,16.8479458419062,16.8479458419062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"9133","555529644",155,0,0,9.22241014799154,0.663836442855547,0,0,0,0,8.13742071881607,0,0,11.7252273179797,11.7252273179797,0,0,0,0,8.15366651097618,0,0,0,0,0,0,0,0,0,0,0,265
"9134","555529645",155,0,0,1.46494714587738,0.588425874203999,0,0,0,0,1.29260042283298,0,0,10.8268401141568,10.8268401141568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"9135","555529646",158,0,0,4.6493023255814,0.707183554910066,0,0,0,0,4.10232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
"9136","555529655",155,0,0,9.17784355179704,0.442855546866272,0,0,0,0,8.09809725158562,0,0,15.1212583792394,15.1212583792394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"9137","555529658",210,7.31845161290323,6.36387096774194,23.3615221987315,1.31069154284437,0.655345771422187,0,0.318193548387097,2.4176594253679,18.6892177589852,0,0,24.8171500630517,24.0416141235813,1.40926064227035,8.38339100346021,58.2773178807947,0,0,0,0,0,0,0,0,0,1.89049586776859,0,0,0,376
"9138","555529659",181,12.6,10.8,16.1180549682875,0.600156407105351,0.300078203552676,0,0.6,5.04029432375613,13.8154756871036,0,0,23.6627065772881,22.0307957788545,1.49215832710978,18.0041522491349,51.0093129139073,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"9139","555529660",206,0,0,19.7526427061311,1.09619036979108,0.548095184895542,0,0,4.75753328661528,15.8021141649049,0,0,24.8383885312272,24.0621888896263,1.77509868772005,0,57.8079470198675,0,0,0,0,0,0,0,0,0,0,0,0,0,372
"9140","555529661",210,0,0,16.9788583509514,1.0054742486873,0.502737124343649,0,0,5.06341976173791,13.5830866807611,0,0,25.093250149333,24.3090860821663,1.84455350474768,21.276124567474,38.8269867549669,0,0,0,0,0.347639484978541,0.695278969957081,0,0,0,2.22520661157025,0,0,0,376
"9141","555529676",183,0,0,9.00634249471459,1.04949167690761,0.524745838453804,0,0,3.87689792104648,7.6553911205074,0,0,18.648768832548,18.0057078383222,1.17294356129308,0,0,0,3.06865950490425,0,0,0,0,0,0,0,0,0,0,0,322
"9142","555529677",170,0,0,5.6676532769556,0.951402077980114,0.475701038990057,0,0,3.38612473721093,4.81750528541226,0,0,16.2922944182651,15.7104267604699,1.18489277712579,0,0,0,4.34750116767865,0,0,0,0,0,0,0,0,0,0,0,304
"9143","555529679",183,0,0,6.88541226215645,1.18400178750978,0.592000893754888,0,0,4.88005138986218,5.85260042283298,0,0,20.2462998606226,19.5481515895666,1.44308119065401,0,0,0,12.0084072863148,0,0,0,0,0,0,0,0,0,0,0,322
"9144","555529680",198,7.75432258064516,6.78503225806452,16.0054122621564,1.36118869400067,0.680594347000335,0,0.323096774193548,5.0100443821537,12.6709513742072,0,0,23.6808920156634,22.2008362646844,1.31420036274405,0,0,0,0.0308267164876226,0,0,0,0,0,0,0,0,0,0,0,347
"9145","555529693",192,13.6575483870968,11.8761290322581,18.3313319238901,0.870517260641269,0.435258630320635,0,0.593806451612903,2.18733940668068,14.5123044397463,0,0,21.7002057476605,20.3001924736178,0.683452469860237,2.01038062283737,61.3812086092715,0,0,0,0,0,0,0,0,0,0,0,0,0,340
"9146","555529695",174,0,0,8.61665961945032,1.62015417271813,0.810077086359066,0,0,3.62835786031301,7.38570824524313,0,0,21.8130351098427,21.0608614853654,1.12173263629574,0,23.4952400662252,0,4.11116300794022,0,0,0,0,0,0,0,0,0,0,0,311
"9147","555529706",183,17.2931612903226,14.8227096774194,4.97758985200846,0.380069266003798,0.190034633001899,0,0.823483870967742,0,4.23095137420719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
"9148","555529707",198,19.8317419354839,17.3527741935484,21.663932346723,1.04614009607865,0.523070048039325,0,0.826322580645161,5.90049053959355,17.1506131078224,0,0,29.4450122784894,27.6046990110838,1.52309826096234,21.5598615916955,26.0351821192053,0,5.14806165343297,0,0,0,0,0,0,0,1.63429752066116,0,0,0,347
"9149","555529708",192,0,0,20.9231289640592,0,0,0,0,1.61177295024527,16.5641437632135,0,0,22.9573239530099,21.4762062786222,0.951029552971301,0,41.5091059602649,0,0,0,0,0,0,0,0,0,0,0,0,0,340
"9150","555529718",192,21.344,18.56,16.9654122621564,0.309239191151827,0.154619595575913,0,0.928,1.21747255314179,13.4309513742072,0,0,1.92168314860291,1.79770359062853,0.293822682172197,8.82871972318339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
"9151","555529719",206,0,0,16.0581818181818,0.899340855770305,0.449670427885152,0,0,0,12.0436363636364,0,0,21.8023495055419,20.2450388265746,0,0,0,0,0,0,0,0,0,0,0,0,2.48037190082645,0,0,0,371
"9152","555529741",215,0,0,23.5462156448203,1.57367891855659,0.786839459278293,0,0,6.98621817332399,18.1124735729387,0,0,28.4096369549346,28.4096369549346,3.55361143710658,34.2858131487889,80.4648178807947,31.6604018146468,0,0,0,0,0,0,0,0,4.31714876033058,0,0,0,390
"9153","555529742",210,5.69806451612903,4.9858064516129,17.7019873150106,1.25237403642051,0.626187018210256,0,0.23741935483871,4.92595188040178,13.6169133192389,0,0,28.0517687661777,28.0517687661777,2.03275365411288,32.7110726643599,73.3261589403973,16.5213869086196,0,0,0,0,0,0,0,0,0,0,0,0,381
"9154","555529743",206,0,0,19.0274841437632,1.29750865825047,0.648754329125237,0,0,2.21653819201121,14.2706131078224,0,0,25.2143094179332,23.4132873166523,0.845833777872613,0,0,0,0,0,0,0,0,0,0,0,3.85433884297521,0,0,0,371
"9155","555529748",200,12.469935483871,10.6885161290323,8.06215644820296,0.220980895989275,0.110490447994637,0,0.593806451612903,0,6.30951374207188,0,0,16.1774075794783,15.6195659388067,0.345460364877841,8.31280276816609,2.91887417218543,0,0,0,0,0,0,0,0,0,0.539256198347107,0,0,0,363
"9156","555529785",162,0,0,8.70291754756871,0.136744497821472,0.136744497821472,0,0,2.29946274234992,7.97767441860465,0,0,8.26441892878476,9.76704055220017,2.74277179131548,0,47.6179635761589,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"9157","555529786",200,13.944,11.952,19.5495137420719,0.440174282203106,0.220087141101553,0,0.664,2.55571128241065,15.2996194503171,0,0,26.3496382823389,25.4410300657065,1.18254560973008,26.1487889273356,47.5335264900662,0,0,0,0,0,0,0,0,0,2.1198347107438,0,0,0,363
"9158","555529798",198,0,0,19.1818181818182,1.00681488101888,0.50340744050944,0,0,0.515767344078486,15.3454545454545,0,0,21.4615384615385,20.0769230769231,0.489277712578683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
"9159","555529817",174,14.7767741935484,12.5602580645161,16.8244397463002,0.00871411015528991,0.00435705507764496,0,0.738838709677419,1.42011212333567,14.1679492600423,0,0,8.098758877016,7.80951748855114,0.268110530246453,2.58512110726644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"9160","555529818",198,15.8596129032258,13.7909677419355,18.1458773784355,0.766841693665512,0.383420846832756,0,0.689548387096774,2.40317682784396,14.5167019027484,0,0,18.0955067365766,16.9280546890556,0.740638002773925,0,5.95653973509934,0,0,0,0,0,0,0,0,0,0.502066115702479,0,0,0,357
"9161","555529826",174,13.218064516129,11.2353548387097,16.7087526427061,0.216735560272595,0.108367780136298,0,0.660903225806452,1.80028030833917,14.0705285412262,0,0,18.8754231101082,18.2013008561757,0.429745012269284,4.73044982698962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"9162","555529827",186,0,0,16.6046511627907,0.0685956876326667,0.0342978438163334,0,0,3.0184536323289,13.5856236786469,0,0,18.4591491338687,18.4591491338687,1.97386109036594,0,0,0,0,0,0,0,0,0,0,0,2.21280991735537,0,0,0,342
"9163","555529828",202,0,0,14.3484989429175,0.103899005697687,0.0519495028488437,0,0,1.75543097407148,11.2292600422833,0,0,6.54795247892746,6.54795247892746,0.635442227675237,1.96401384083045,60.9908940397351,0,20.992993928071,0,0,0,0,0,0,0,0,0,0,0,362
"9164","555529829",207,0,0,18.9422410147992,0.763490112836555,0.381745056418277,0,0,1.517402476057,14.9959408033827,0,0,14.1867657795182,14.1867657795182,0.454923717059639,22.1262975778547,64.1299668874172,0,10.6772536198038,0,0,0,0,0,0,0,0,0,0,0,375
"9165","555529839",219,3.0658064516129,2.68258064516129,15,1.58753211931628,0.793766059658139,0,0.127741935483871,6.33777154870357,11.4,0,0,28.747594079777,27.7893409437844,1.62445321668623,38.2283737024221,82.2702814569536,0,0,0,0,0,0,0,0,0,4.80888429752066,0,0,0,391
"9166","555529887",174,15.7987096774194,13.4289032258065,16.6107399577167,0.221204334711205,0.110602167355603,0,0.789935483870968,2.76255547769213,13.9879915433404,0,0,25.5915577089002,24.677573505011,0.543475941534194,21.4961937716263,0,0,5.70761326482952,0,0,0,0,0,0,0,1.95971074380165,0,0,0,312
"9167","555529892",199,0,0,0,0,0,0,0,0,0,0,0,15.2737771288246,13.7463994159421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
"9168","555529897",199,0,0,14.442621564482,1.31426656239526,0.657133281197632,0,0,4.75017519271198,11.4337420718816,0,0,26.6887900710161,24.0199110639145,1.69828230022405,0,51.7421357615894,0,0,0,0,0,0,0,0,0,0,0,0,0,330
"9169","555529898",191,0,0,10.5362367864693,0.161099318511898,0.080549659255949,0,0,1.13057696799813,8.24575052854123,0,0,14.1507931240459,13.2074069157762,0.491198122266083,0,17.8193294701987,0,0,0,0,1.50643776824034,3.01287553648069,0,0,0,0.875,0,0,0,342
"9170","555529919",177,0,0,13.3547568710359,1.1321640040219,0.566082002010948,0,0,3.23265592151367,11.3515433403805,0,0,25.7067763987522,24.820335833278,1.15758028379388,19.4103806228374,41.5331125827815,0,0,0,0,0,0,0,0,0,0,0,0,0,314
"9171","555529920",191,0,0,18.1860465116279,1.31516031728299,0.657580158641493,0,0,6.28264424199953,14.2325581395349,0,0,27.124842370744,25.3165195460277,1.60844980262456,19.2941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
